 0.00000000E+00   0.12363036E+01   0.38639945E+00
 0.50000000E+00   0.11570439E+01   0.42861994E+00
 0.10000000E+01   0.10903379E+01   0.47944662E+00
 0.15000000E+01   0.11587664E+01   0.46244182E+00
 0.20000000E+01   0.11946589E+01   0.44111104E+00
 0.25000000E+01   0.11715351E+01   0.47296174E+00
 0.30000000E+01   0.12287571E+01   0.50038543E+00
 0.35000000E+01   0.13037444E+01   0.49453909E+00
 0.40000000E+01   0.13115729E+01   0.51975032E+00
 0.45000000E+01   0.13461685E+01   0.58307956E+00
 0.50000000E+01   0.13648326E+01   0.60834954E+00
 0.55000000E+01   0.11921092E+01   0.57491307E+00
 0.60000000E+01   0.90504715E+00   0.51254741E+00
 0.65000000E+01   0.72822495E+00   0.41924925E+00
 0.70000000E+01   0.70698970E+00   0.33353649E+00
 0.75000000E+01   0.76182982E+00   0.33904909E+00
 0.80000000E+01   0.77350769E+00   0.39245416E+00
 0.85000000E+01   0.65420034E+00   0.36730113E+00
 0.90000000E+01   0.55311812E+00   0.30142499E+00
 0.95000000E+01   0.63347959E+00   0.31458149E+00
 0.10000000E+02   0.68587001E+00   0.35375696E+00
 0.10500000E+02   0.54468450E+00   0.32408086E+00
 0.11000000E+02   0.48612369E+00   0.29678007E+00
 0.11500000E+02   0.61455990E+00   0.32839394E+00
 0.12000000E+02   0.60852369E+00   0.33622397E+00
 0.12500000E+02   0.46506030E+00   0.30535305E+00
 0.13000000E+02   0.50279284E+00   0.31413866E+00
 0.13500000E+02   0.60954437E+00   0.33793411E+00
 0.14000000E+02   0.52183501E+00   0.31956471E+00
 0.14500000E+02   0.44474657E+00   0.31144729E+00
 0.15000000E+02   0.54545156E+00   0.33794373E+00
 0.15500000E+02   0.56471940E+00   0.33446347E+00
 0.16000000E+02   0.45057013E+00   0.31377079E+00
 0.16500000E+02   0.46535356E+00   0.33363014E+00
 0.17000000E+02   0.55147280E+00   0.34983180E+00
 0.17500000E+02   0.49050762E+00   0.32886193E+00
 0.18000000E+02   0.42467274E+00   0.33167230E+00
 0.18500000E+02   0.49573295E+00   0.35855389E+00
 0.19000000E+02   0.51511251E+00   0.34870853E+00
 0.19500000E+02   0.43418848E+00   0.33386749E+00
 0.20000000E+02   0.44491702E+00   0.35786179E+00
 0.20500000E+02   0.50778148E+00   0.36783323E+00
 0.21000000E+02   0.46457106E+00   0.34661128E+00
 0.21500000E+02   0.41881155E+00   0.35148505E+00
 0.22000000E+02   0.46863314E+00   0.37183839E+00
 0.22500000E+02   0.47972596E+00   0.36147421E+00
 0.23000000E+02   0.42092467E+00   0.35060910E+00
 0.23500000E+02   0.42269272E+00   0.36699061E+00
 0.24000000E+02   0.45969251E+00   0.37216176E+00
 0.24500000E+02   0.42858776E+00   0.35693296E+00
 0.25000000E+02   0.39360648E+00   0.35918884E+00
 0.25500000E+02   0.42060507E+00   0.37549307E+00
 0.26000000E+02   0.42736297E+00   0.37172681E+00
 0.26500000E+02   0.38561376E+00   0.35853655E+00
 0.27000000E+02   0.37986113E+00   0.36592172E+00
 0.27500000E+02   0.40567750E+00   0.37617604E+00
 0.28000000E+02   0.38682948E+00   0.36324247E+00
 0.28500000E+02   0.35513506E+00   0.35452300E+00
 0.29000000E+02   0.37068710E+00   0.36908683E+00
 0.29500000E+02   0.37957166E+00   0.36738151E+00
 0.30000000E+02   0.34487424E+00   0.34517589E+00
 0.30500000E+02   0.33388973E+00   0.35039502E+00
 0.31000000E+02   0.35470342E+00   0.36573104E+00
 0.31500000E+02   0.33787030E+00   0.34572797E+00
 0.32000000E+02   0.30598989E+00   0.33132095E+00
 0.32500000E+02   0.31707712E+00   0.35079642E+00
 0.33000000E+02   0.32321474E+00   0.34667096E+00
 0.33500000E+02   0.29011616E+00   0.31910366E+00
 0.34000000E+02   0.27986817E+00   0.32758955E+00
 0.34500000E+02   0.29635078E+00   0.34028897E+00
 0.35000000E+02   0.27950234E+00   0.31350613E+00
 0.35500000E+02   0.25417148E+00   0.30258938E+00
 0.36000000E+02   0.26386017E+00   0.32250588E+00
 0.36500000E+02   0.26486817E+00   0.31018166E+00
 0.37000000E+02   0.23792598E+00   0.28327462E+00
 0.37500000E+02   0.23272272E+00   0.29454597E+00
 0.38000000E+02   0.24371133E+00   0.30033535E+00
 0.38500000E+02   0.22878657E+00   0.27210770E+00
 0.39000000E+02   0.21179775E+00   0.26572671E+00
 0.39500000E+02   0.21888421E+00   0.27953560E+00
 0.40000000E+02   0.21762331E+00   0.26237463E+00
 0.40500000E+02   0.19979882E+00   0.24189211E+00
 0.41000000E+02   0.19711107E+00   0.25228045E+00
 0.41500000E+02   0.20281438E+00   0.25109396E+00
 0.42000000E+02   0.19310443E+00   0.22707226E+00
 0.42500000E+02   0.18348130E+00   0.22398261E+00
 0.43000000E+02   0.18756048E+00   0.23144962E+00
 0.43500000E+02   0.18690774E+00   0.21527470E+00
 0.44000000E+02   0.17779563E+00   0.20111415E+00
 0.44500000E+02   0.17668261E+00   0.20751333E+00
 0.45000000E+02   0.18068133E+00   0.20271059E+00
 0.45500000E+02   0.17744784E+00   0.18474432E+00
 0.46000000E+02   0.17317000E+00   0.18238705E+00
 0.46500000E+02   0.17555608E+00   0.18464008E+00
 0.47000000E+02   0.17731631E+00   0.17188774E+00
 0.47500000E+02   0.17480034E+00   0.16236023E+00
 0.48000000E+02   0.17474730E+00   0.16472766E+00
 0.48500000E+02   0.17844679E+00   0.15904505E+00
 0.49000000E+02   0.17976993E+00   0.14650012E+00
 0.49500000E+02   0.17877984E+00   0.14404554E+00
 0.50000000E+02   0.18095143E+00   0.14392886E+00
 0.50500000E+02   0.18511939E+00   0.13508061E+00
 0.51000000E+02   0.18660054E+00   0.12816425E+00
 0.51500000E+02   0.18710349E+00   0.12780373E+00
 0.52000000E+02   0.19059611E+00   0.12339298E+00
 0.52500000E+02   0.19433429E+00   0.11556515E+00
 0.53000000E+02   0.19534110E+00   0.11309247E+00
 0.53500000E+02   0.19716009E+00   0.11188934E+00
 0.54000000E+02   0.20120233E+00   0.10612730E+00
 0.54500000E+02   0.20340020E+00   0.10117909E+00
 0.55000000E+02   0.20365540E+00   0.99898055E-01
 0.55500000E+02   0.20636220E+00   0.97072965E-01
 0.56000000E+02   0.21009349E+00   0.92388492E-01
 0.56500000E+02   0.21107853E+00   0.90056873E-01
 0.57000000E+02   0.21157732E+00   0.88633017E-01
 0.57500000E+02   0.21434957E+00   0.85189173E-01
 0.58000000E+02   0.21644039E+00   0.81933835E-01
 0.58500000E+02   0.21636656E+00   0.80559230E-01
 0.59000000E+02   0.21725618E+00   0.78850243E-01
 0.59500000E+02   0.21894320E+00   0.76101149E-01
 0.60000000E+02   0.21861516E+00   0.74130418E-01
 0.60500000E+02   0.21734708E+00   0.72878469E-01
 0.61000000E+02   0.21766833E+00   0.70948263E-01
 0.61500000E+02   0.21763649E+00   0.68815321E-01
 0.62000000E+02   0.21551626E+00   0.67358352E-01
 0.62500000E+02   0.21358029E+00   0.65952679E-01
 0.63000000E+02   0.21256384E+00   0.64129347E-01
 0.63500000E+02   0.21075936E+00   0.62563369E-01
 0.64000000E+02   0.20780254E+00   0.61471233E-01
 0.64500000E+02   0.20528403E+00   0.60271576E-01
 0.65000000E+02   0.20243695E+00   0.58855380E-01
