 0.00000000E+00   0.12363036E+01  -0.24042000E-02   0.00000000E+00   0.38639945E+00   0.26822808E+00   0.00000000E+00
 0.50000000E+00   0.11570439E+01  -0.50283904E-02  -0.90529360E-02   0.42861994E+00   0.23548933E+00  -0.52696212E-01
 0.10000000E+01   0.10903379E+01  -0.14179030E-01  -0.11775020E-01   0.47944662E+00   0.18994740E+00  -0.39664645E-01
 0.15000000E+01   0.11587664E+01  -0.12821251E-01  -0.21951439E-01   0.46244182E+00   0.19619445E+00  -0.42182614E-01
 0.20000000E+01   0.11946589E+01   0.10023362E-01  -0.37010932E-01   0.44111104E+00   0.21822806E+00  -0.93780484E-01
 0.25000000E+01   0.11715351E+01   0.19645436E-01  -0.46721199E-01   0.47296174E+00   0.19982159E+00  -0.11910957E+00
 0.30000000E+01   0.12287571E+01   0.13484233E-01  -0.66855410E-01   0.50038543E+00   0.18136654E+00  -0.12674675E+00
 0.35000000E+01   0.13037444E+01   0.40267204E-01  -0.10261208E+00   0.49453909E+00   0.21073948E+00  -0.17496465E+00
 0.40000000E+01   0.13115729E+01   0.82387709E-01  -0.13745606E+00   0.51975032E+00   0.23774783E+00  -0.22676983E+00
 0.45000000E+01   0.13461685E+01   0.88168112E-01  -0.18076050E+00   0.58307956E+00   0.22889572E+00  -0.25698649E+00
 0.50000000E+01   0.13648326E+01   0.94465351E-01  -0.23661374E+00   0.60834954E+00   0.23784213E+00  -0.30745379E+00
 0.55000000E+01   0.11921092E+01   0.12499373E+00  -0.25308843E+00   0.57491307E+00   0.25796014E+00  -0.33654264E+00
 0.60000000E+01   0.90504715E+00   0.10988632E+00  -0.19680793E+00   0.51254741E+00   0.21566241E+00  -0.26786969E+00
 0.65000000E+01   0.72822495E+00   0.58868729E-01  -0.11852247E+00   0.41924925E+00   0.15127312E+00  -0.16660635E+00
 0.70000000E+01   0.70698970E+00   0.68540522E-01  -0.84380216E-01   0.33353649E+00   0.15514832E+00  -0.14071119E+00
 0.75000000E+01   0.76182982E+00   0.10519704E+00  -0.10683605E+00   0.33904909E+00   0.17808126E+00  -0.17426123E+00
 0.80000000E+01   0.77350769E+00   0.81712902E-01  -0.14300454E+00   0.39245416E+00   0.15455459E+00  -0.19664349E+00
 0.85000000E+01   0.65420034E+00   0.59876675E-01  -0.13202412E+00   0.36730113E+00   0.14478111E+00  -0.17898865E+00
 0.90000000E+01   0.55311812E+00   0.92556005E-01  -0.84347716E-01   0.30142499E+00   0.16739238E+00  -0.13927695E+00
 0.95000000E+01   0.63347959E+00   0.96879787E-01  -0.85482700E-01   0.31458149E+00   0.15393716E+00  -0.13454068E+00
 0.10000000E+02   0.68587001E+00   0.66187600E-01  -0.13324702E+00   0.35375696E+00   0.13329360E+00  -0.17367768E+00
 0.10500000E+02   0.54468450E+00   0.84472768E-01  -0.12587411E+00   0.32408086E+00   0.16156409E+00  -0.17347048E+00
 0.11000000E+02   0.48612369E+00   0.11121079E+00  -0.77575027E-01   0.29678007E+00   0.16896821E+00  -0.12588575E+00
 0.11500000E+02   0.61455990E+00   0.84084310E-01  -0.95155274E-01   0.32839394E+00   0.13107155E+00  -0.13285296E+00
 0.12000000E+02   0.60852369E+00   0.77917028E-01  -0.13808392E+00   0.33622397E+00   0.13998079E+00  -0.17900834E+00
 0.12500000E+02   0.46506030E+00   0.11552993E+00  -0.10874618E+00   0.30535305E+00   0.17572874E+00  -0.15721983E+00
 0.13000000E+02   0.50279284E+00   0.10849258E+00  -0.75974340E-01   0.31413866E+00   0.14916523E+00  -0.11659802E+00
 0.13500000E+02   0.60954437E+00   0.78614066E-01  -0.11260515E+00   0.33793411E+00   0.12457838E+00  -0.14963055E+00
 0.14000000E+02   0.52183501E+00   0.10404188E+00  -0.12988432E+00   0.31956471E+00   0.16490934E+00  -0.17567465E+00
 0.14500000E+02   0.44474657E+00   0.12437244E+00  -0.91016871E-01   0.31144729E+00   0.17440996E+00  -0.13313396E+00
 0.15000000E+02   0.54545156E+00   0.90673389E-01  -0.91462730E-01   0.33794373E+00   0.13210172E+00  -0.12187123E+00
 0.15500000E+02   0.56471940E+00   0.86454303E-01  -0.12959617E+00   0.33446347E+00   0.14263205E+00  -0.16325005E+00
 0.16000000E+02   0.45057013E+00   0.12159539E+00  -0.11845149E+00   0.31377079E+00   0.17979571E+00  -0.15627717E+00
 0.16500000E+02   0.46535356E+00   0.10938783E+00  -0.91904433E-01   0.33363014E+00   0.15249880E+00  -0.12036385E+00
 0.17000000E+02   0.55147280E+00   0.80265446E-01  -0.11601091E+00   0.34983180E+00   0.12718327E+00  -0.14131398E+00
 0.17500000E+02   0.49050762E+00   0.10568019E+00  -0.13480964E+00   0.32886193E+00   0.16237140E+00  -0.16675071E+00
 0.18000000E+02   0.42467274E+00   0.12350617E+00  -0.10894067E+00   0.33167230E+00   0.16743782E+00  -0.13796664E+00
 0.18500000E+02   0.49573295E+00   0.93169124E-01  -0.10421326E+00   0.35855389E+00   0.12790913E+00  -0.12727472E+00
 0.19000000E+02   0.51511251E+00   0.93160203E-01  -0.13109257E+00   0.34870853E+00   0.13813226E+00  -0.15910203E+00
 0.19500000E+02   0.43418848E+00   0.12471616E+00  -0.12580368E+00   0.33386749E+00   0.16857607E+00  -0.15589788E+00
 0.20000000E+02   0.44491702E+00   0.11074796E+00  -0.10451936E+00   0.35786179E+00   0.14183605E+00  -0.12763326E+00
 0.20500000E+02   0.50778148E+00   0.86553175E-01  -0.11987974E+00   0.36783323E+00   0.12148079E+00  -0.14223644E+00
 0.21000000E+02   0.46457106E+00   0.10943576E+00  -0.13518523E+00   0.34661128E+00   0.15296198E+00  -0.16121766E+00
 0.21500000E+02   0.41881155E+00   0.11970175E+00  -0.11727386E+00   0.35148505E+00   0.15646716E+00  -0.13843309E+00
 0.22000000E+02   0.46863314E+00   0.90922733E-01  -0.11407093E+00   0.37183839E+00   0.12395294E+00  -0.12961304E+00
 0.22500000E+02   0.47972596E+00   0.89885224E-01  -0.13549489E+00   0.36147421E+00   0.13145375E+00  -0.15307290E+00
 0.23000000E+02   0.42092467E+00   0.11157492E+00  -0.13273824E+00   0.35060910E+00   0.15285637E+00  -0.14994916E+00
 0.23500000E+02   0.42269272E+00   0.98725838E-01  -0.11784737E+00   0.36699061E+00   0.13080003E+00  -0.13010106E+00
 0.24000000E+02   0.45969251E+00   0.80027546E-01  -0.13023677E+00   0.37216176E+00   0.11407427E+00  -0.14232582E+00
 0.24500000E+02   0.42858776E+00   0.93969611E-01  -0.14166472E+00   0.35693296E+00   0.13393496E+00  -0.15514972E+00
 0.25000000E+02   0.39360648E+00   0.10006824E+00  -0.12849290E+00   0.35918884E+00   0.13251008E+00  -0.13845564E+00
