0.00000e+00	3.14159e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-4.97673e-01	1.05564e-16	-6.46392e-33	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
5.00000e-01	3.08228e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-4.95049e-01	5.10101e-02	-1.51463e-03	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
1.00000e+00	3.02347e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-4.87305e-01	1.00876e-01	-5.98568e-03	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
1.50000e+00	2.96566e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-4.74804e-01	1.48542e-01	-1.32032e-02	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
2.00000e+00	2.90929e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-4.58106e-01	1.93120e-01	-2.28439e-02	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
2.50000e+00	2.85473e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-4.37908e-01	2.33932e-01	-3.45054e-02	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
3.00000e+00	2.80229e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-4.14977e-01	2.70542e-01	-4.77444e-02	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
3.50000e+00	2.75220e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-3.90089e-01	3.02738e-01	-6.21133e-02	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
4.00000e+00	2.70462e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-3.63977e-01	3.30515e-01	-7.71890e-02	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
4.50000e+00	2.65964e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-3.37294e-01	3.54030e-01	-9.25945e-02	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
5.00000e+00	2.61729e+00	1.00000e+00	0.00000e+00	-0.00000e+00	-3.10593e-01	3.73556e-01	-1.08011e-01	0.00000e+00	-0.00000e+00	0.00000e+00	-0.00000e+00
